image,mode,gate,theta,dists,lpips,psnr,ssim,rms,linf,clip_fraction,degenerate_fraction,n_params
task_obj_swap_joint_mask_533428,gain,texture,0.7,0.053298,0.115075,26.5367,0.934962,0.047115,0.484861,0.030198,0.0,774144
task_obj_swap_joint_mask_533428,gain,texture,1.1,0.092448,0.205088,22.5395,0.853322,0.074649,0.766866,0.052555,0.0,774144
task_obj_swap_joint_mask_533428,gain,texture,1.6,0.139796,0.303456,19.0713,0.729133,0.111284,1.0,0.087785,0.0,774144
task_obj_swap_joint_mask_533428,gain,texture,2.2,0.19099,0.395762,16.0076,0.585496,0.15835,1.0,0.145967,0.0,774144
task_obj_swap_joint_mask_533428,gain,texture,3.141592653589793,0.263493,0.504603,12.5457,0.425213,0.235893,1.0,0.282335,0.0,774144
task_obj_swap_joint_mask_533428,gain,band,0.1,0.004806,0.011057,38.7392,0.995972,0.011562,0.120512,0.006611,0.0,774144
task_obj_swap_joint_mask_533428,gain,band,0.2,0.021105,0.03863,32.8151,0.984464,0.022869,0.219019,0.013962,0.0,774144
task_obj_swap_joint_mask_533428,gain,band,0.4,0.067406,0.113666,26.9186,0.943449,0.045089,0.391057,0.031356,0.0,774144
task_obj_swap_joint_mask_533428,gain,band,0.7,0.143165,0.229341,22.1071,0.85161,0.078459,0.713468,0.063227,0.0,774144
task_obj_swap_joint_mask_533428,gain,band,1.1,0.207045,0.340803,18.0912,0.703405,0.124578,0.956863,0.116835,0.0,774144
task_obj_swap_joint_mask_533428,gain,band,1.6,0.277007,0.436606,14.6969,0.524787,0.184143,1.0,0.202407,0.0,774144
task_obj_swap_joint_mask_533428,gain,band,2.2,0.334414,0.530326,11.8834,0.366689,0.254582,1.0,0.331954,0.0,774144
task_obj_swap_joint_mask_533428,gain,band,3.141592653589793,0.408878,0.624483,8.9493,0.236877,0.35689,1.0,0.561471,0.0,774144
task_obj_swap_rand_mask_417469,plane,texture,0.1,7e-06,8.3e-05,60.9611,0.999987,0.00089,0.021906,0.006973,0.0,1560576
task_obj_swap_rand_mask_417469,plane,texture,0.2,2.8e-05,0.000331,54.9914,0.999949,0.001777,0.043893,0.007015,0.0,1560576
task_obj_swap_rand_mask_417469,plane,texture,0.4,0.000126,0.001343,49.0123,0.999797,0.003542,0.087492,0.007155,0.0,1560576
task_obj_swap_rand_mask_417469,plane,texture,0.7,0.000429,0.004237,44.231,0.99939,0.006143,0.149684,0.007458,0.0,1560576
task_obj_swap_rand_mask_417469,plane,texture,1.1,0.000954,0.010552,40.4657,0.998547,0.009477,0.220653,0.007938,0.0,1560576
task_obj_swap_rand_mask_417469,plane,texture,1.6,0.002349,0.021624,37.502,0.997099,0.013332,0.298424,0.008533,0.0,1560576
task_obj_swap_rand_mask_417469,plane,texture,2.2,0.004124,0.036967,35.2119,0.994996,0.017354,0.37376,0.009168,0.0,1560576
task_obj_swap_rand_mask_417469,plane,texture,3.141592653589793,0.007879,0.059375,33.1429,0.991616,0.022022,0.508993,0.010053,0.0,1560576
task_obj_swap_rand_mask_417469,plane,band,0.1,2.9e-05,0.000321,55.2749,0.999958,0.00172,0.030071,0.007042,0.0,1560576
task_obj_swap_rand_mask_417469,plane,band,0.2,0.000138,0.001407,49.2876,0.999832,0.003431,0.060334,0.007234,0.0,1560576
task_obj_swap_rand_mask_417469,plane,band,0.4,0.000709,0.006191,43.3375,0.999337,0.006809,0.105378,0.007792,0.0,1560576
task_obj_swap_rand_mask_417469,plane,band,0.7,0.003047,0.018918,38.6272,0.998026,0.011712,0.183488,0.008745,0.0,1560576
task_obj_swap_rand_mask_417469,plane,band,1.1,0.010064,0.042174,35.0018,0.995399,0.017779,0.276055,0.009964,0.0,1560576
task_obj_swap_rand_mask_417469,plane,band,1.6,0.019792,0.072875,32.287,0.991247,0.024302,0.419906,0.01141,0.0,1560576
task_obj_swap_rand_mask_417469,plane,band,2.2,0.0302,0.102848,30.4308,0.986244,0.030093,0.556531,0.012735,0.0,1560576
task_obj_swap_rand_mask_417469,plane,band,3.141592653589793,0.035593,0.121587,29.4474,0.982292,0.0337,0.599964,0.01354,0.0,1560576
task_obj_swap_rand_mask_417469,shared_plane,texture,0.1,1.2e-05,7.7e-05,61.4195,0.99999,0.000843,0.017867,0.006694,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,texture,0.2,5.1e-05,0.000307,55.453,0.999959,0.001685,0.036008,0.006769,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,texture,0.4,0.000188,0.001222,49.474,0.999833,0.003358,0.072675,0.006958,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,texture,0.7,0.000452,0.003768,44.6883,0.99949,0.005828,0.126985,0.007268,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,texture,1.1,0.000922,0.009439,40.9144,0.998757,0.009,0.193594,0.007802,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,texture,1.6,0.001621,0.019577,37.9361,0.997462,0.012682,0.258758,0.008367,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,texture,2.2,0.002767,0.034575,35.6211,0.995536,0.016555,0.300027,0.009157,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,texture,3.141592653589793,0.005248,0.057912,33.5122,0.992462,0.021105,0.427537,0.01002,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,band,0.1,5.1e-05,0.0003,55.9752,0.999967,0.001586,0.023373,0.006788,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,band,0.2,0.000206,0.001278,49.9864,0.999867,0.003166,0.046612,0.00701,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,band,0.4,0.000784,0.00555,44.0277,0.999468,0.006289,0.093894,0.007661,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,band,0.7,0.002632,0.017415,39.3099,0.998379,0.010827,0.161964,0.008664,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,band,1.1,0.007031,0.040498,35.6726,0.996104,0.016458,0.238085,0.009968,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,band,1.6,0.014764,0.072956,32.9472,0.992343,0.022523,0.293448,0.011541,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,band,2.2,0.02629,0.105653,31.0816,0.987679,0.02792,0.375975,0.012786,0.0,381
task_obj_swap_rand_mask_417469,shared_plane,band,3.141592653589793,0.032719,0.123896,30.0916,0.984227,0.031291,0.460537,0.013644,0.0,381
task_obj_swap_rand_mask_417469,gain,texture,0.1,0.000659,0.003149,46.1614,0.998961,0.004919,0.072741,0.007605,0.0,774144
task_obj_swap_rand_mask_417469,gain,texture,0.2,0.002938,0.0117,40.1435,0.995884,0.009836,0.146827,0.008827,0.0,774144
task_obj_swap_rand_mask_417469,gain,texture,0.4,0.013948,0.04003,34.1069,0.984085,0.019708,0.295279,0.012517,0.0,774144
task_obj_swap_rand_mask_417469,gain,texture,0.7,0.038817,0.099391,29.2047,0.954554,0.034655,0.519445,0.020728,0.0,774144
task_obj_swap_rand_mask_417469,gain,texture,1.1,0.07845,0.183213,25.228,0.898392,0.054777,0.746184,0.036664,0.0,774144
task_obj_swap_rand_mask_417469,gain,texture,1.6,0.125949,0.275299,21.8899,0.809168,0.080446,0.952941,0.063928,0.0,774144
task_obj_swap_rand_mask_417469,gain,texture,2.2,0.18199,0.362904,19.0034,0.688257,0.112158,1.0,0.106946,0.0,774144
task_obj_swap_rand_mask_417469,gain,texture,3.141592653589793,0.255206,0.466321,15.6633,0.503974,0.164753,1.0,0.192251,0.0,774144
task_obj_swap_rand_mask_417469,gain,band,0.1,0.004018,0.01034,40.555,0.996666,0.00938,0.117032,0.009127,0.0,774144
task_obj_swap_rand_mask_417469,gain,band,0.2,0.020459,0.036305,34.5737,0.987057,0.018677,0.233061,0.012984,0.0,774144
task_obj_swap_rand_mask_417469,gain,band,0.4,0.070573,0.112038,28.5802,0.952395,0.037238,0.466831,0.024085,0.0,774144
task_obj_swap_rand_mask_417469,gain,band,0.7,0.1339,0.223932,23.7608,0.874183,0.064857,0.840939,0.049466,0.0,774144
task_obj_swap_rand_mask_417469,gain,band,1.1,0.205608,0.333681,19.8314,0.744909,0.10196,0.972549,0.095259,0.0,774144
task_obj_swap_rand_mask_417469,gain,band,1.6,0.275369,0.430223,16.494,0.576989,0.149727,1.0,0.171164,0.0,774144
task_obj_swap_rand_mask_417469,gain,band,2.2,0.343529,0.515239,13.6042,0.403685,0.208828,1.0,0.280045,0.0,774144
task_obj_swap_rand_mask_417469,gain,band,3.141592653589793,0.426146,0.610752,10.2825,0.222581,0.306107,1.0,0.463793,0.0,774144
